-182.910, 78.024, 1.905,  1.765
-182.890, 77.966, 1.838,  1.798
-182.870, 77.910, 1.784,  1.831
-182.851, 77.856, 1.739,  1.864
-182.832, 77.803, 1.705,  1.897
-182.814, 77.750, 1.685,  1.930
-182.795, 77.697, 1.682,  1.963
-182.776, 77.644, 1.697,  1.996
-182.758, 77.589, 1.729,  2.029
-182.739, 77.533, 1.775,  2.062
-182.719, 77.475, 1.832,  2.095
-182.700, 77.415, 1.896,  2.128
-182.680, 77.353, 1.964,  2.161
-182.661, 77.288, 2.034,  2.194
-182.641, 77.221, 2.094,  2.227
-182.621, 77.153, 2.119,  2.260
-182.602, 77.085, 2.116,  2.293
-182.583, 77.017, 2.097,  2.326
-182.565, 76.951, 2.065,  2.359
-182.547, 76.886, 2.024,  2.392
-182.530, 76.823, 1.959,  2.425
-182.513, 76.762, 1.907,  2.458
-182.497, 76.702, 1.863,  2.491
-182.482, 76.643, 1.831,  2.524
-182.466, 76.585, 1.813,  2.557
-182.451, 76.526, 1.811,  2.590
-182.436, 76.467, 1.827,  2.623
-182.421, 76.407, 1.859,  2.656
-182.406, 76.346, 1.904,  2.689
-182.390, 76.282, 1.958,  2.722
-182.375, 76.217, 2.020,  2.755
-182.359, 76.149, 2.086,  2.788
-182.343, 76.079, 2.145,  2.821
-182.328, 76.008, 2.168,  2.854
-182.312, 75.937, 2.164,  2.887
-182.297, 75.867, 2.143,  2.920
-182.283, 75.798, 2.110,  2.953
-182.269, 75.731, 2.054,  2.986
-182.256, 75.665, 2.005,  3.019
-182.243, 75.601, 1.966,  3.052
-182.230, 75.538, 1.936,  3.085
-182.218, 75.475, 1.920,  3.118
-182.206, 75.413, 1.921,  3.151
-182.194, 75.349, 1.940,  3.184
-182.182, 75.284, 1.973,  3.217
-182.170, 75.218, 2.020,  3.250
-182.158, 75.150, 2.076,  3.283
-182.145, 75.080, 2.138,  3.316
-182.133, 75.007, 2.201,  3.349
-182.121, 74.933, 2.251,  3.382
-182.109, 74.858, 2.269,  3.415
-182.097, 74.783, 2.260,  3.448
-182.085, 74.710, 2.235,  3.481
-182.074, 74.637, 2.198,  3.514
-182.063, 74.566, 2.137,  3.547
-182.053, 74.498, 2.084,  3.580
-182.043, 74.430, 2.043,  3.613
-182.034, 74.364, 2.012,  3.646
-182.024, 74.298, 1.996,  3.679
-182.015, 74.233, 1.996,  3.712
-182.006, 74.166, 2.015,  3.745
-181.997, 74.098, 2.051,  3.778
-181.988, 74.029, 2.101,  3.811
-181.979, 73.957, 2.162,  3.844
-181.969, 73.884, 2.226,  3.877
-181.960, 73.808, 2.287,  3.910
-181.951, 73.730, 2.343,  3.943
-181.942, 73.651, 2.387,  3.976
-181.933, 73.571, 2.400,  4.009
-181.924, 73.492, 2.387,  4.042
-181.915, 73.414, 2.357,  4.075
-181.907, 73.337, 2.316,  4.108
-181.899, 73.262, 2.252,  4.141
-181.892, 73.189, 2.194,  4.174
-181.885, 73.118, 2.148,  4.207
-181.878, 73.048, 2.117,  4.240
-181.871, 72.979, 2.100,  4.273
-181.864, 72.909, 2.100,  4.306
-181.857, 72.839, 2.119,  4.339
-181.851, 72.767, 2.156,  4.372
-181.844, 72.694, 2.209,  4.405
-181.838, 72.619, 2.270,  4.438
-181.831, 72.541, 2.331,  4.471
-181.824, 72.462, 2.390,  4.504
-181.818, 72.380, 2.445,  4.537
-181.811, 72.297, 2.490,  4.570
-181.805, 72.214, 2.503,  4.603
-181.798, 72.131, 2.490,  4.636
-181.792, 72.049, 2.459,  4.669
-181.786, 71.969, 2.406,  4.702
-181.781, 71.891, 2.354,  4.735
-181.775, 71.814, 2.311,  4.768
-181.770, 71.739, 2.281,  4.801
-181.765, 71.663, 2.268,  4.834
-181.760, 71.588, 2.271,  4.867
-181.755, 71.512, 2.292,  4.900
-181.751, 71.434, 2.328,  4.933
-181.746, 71.355, 2.375,  4.966
-181.741, 71.275, 2.427,  4.999
-181.736, 71.192, 2.479,  5.032
-181.731, 71.108, 2.531,  5.065
-181.727, 71.022, 2.580,  5.098
-181.722, 70.935, 2.619,  5.131
-181.717, 70.847, 2.628,  5.164
-181.713, 70.760, 2.611,  5.197
-181.709, 70.674, 2.571,  5.230
-181.704, 70.590, 2.527,  5.263
-181.701, 70.508, 2.488,  5.296
-181.697, 70.426, 2.459,  5.329
-181.693, 70.345, 2.446,  5.362
-181.689, 70.263, 2.451,  5.395
-181.686, 70.181, 2.473,  5.428
-181.682, 70.098, 2.505,  5.461
-181.679, 70.013, 2.545,  5.494
-181.675, 69.927, 2.588,  5.527
-181.672, 69.839, 2.633,  5.560
-181.668, 69.750, 2.677,  5.593
-181.665, 69.659, 2.720,  5.626
-181.662, 69.568, 2.753,  5.659
-181.658, 69.476, 2.758,  5.692
-181.655, 69.384, 2.737,  5.725
-181.652, 69.295, 2.693,  5.758
-181.649, 69.207, 2.645,  5.791
-181.647, 69.120, 2.602,  5.824
-181.644, 69.035, 2.570,  5.857
-181.641, 68.950, 2.553,  5.890
-181.639, 68.865, 2.554,  5.923
-181.636, 68.779, 2.574,  5.956
-181.634, 68.693, 2.605,  5.989
-181.631, 68.604, 2.645,  6.022
-181.629, 68.515, 2.689,  6.055
-181.627, 68.424, 2.736,  6.088
-181.624, 68.331, 2.782,  6.121
-181.622, 68.237, 2.827,  6.154
-181.619, 68.141, 2.870,  6.187
-181.617, 68.044, 2.903,  6.220
-181.615, 67.947, 2.907,  6.253
-181.613, 67.851, 2.884,  6.286
-181.611, 67.757, 2.838,  6.319
-181.609, 67.664, 2.788,  6.352
-181.607, 67.573, 2.742,  6.385
-181.605, 67.483, 2.707,  6.418
-181.603, 67.393, 2.686,  6.451
-181.602, 67.304, 2.684,  6.484
-181.600, 67.214, 2.701,  6.517
-181.598, 67.123, 2.731,  6.550
-181.597, 67.031, 2.770,  6.583
-181.595, 66.937, 2.814,  6.616
-181.593, 66.842, 2.861,  6.649
-181.592, 66.745, 2.909,  6.682
-181.590, 66.646, 2.955,  6.715
-181.589, 66.547, 3.000,  6.748
-181.587, 66.445, 3.041,  6.781
-181.586, 66.343, 3.073,  6.814
-181.584, 66.240, 3.075,  6.847
-181.583, 66.138, 3.050,  6.880
-181.581, 66.038, 3.002,  6.913
-181.580, 65.940, 2.949,  6.946
-181.579, 65.844, 2.900,  6.979
-181.578, 65.749, 2.860,  7.012
-181.577, 65.654, 2.836,  7.045
-181.575, 65.560, 2.830,  7.078
-181.574, 65.466, 2.843,  7.111
-181.573, 65.370, 2.871,  7.144
-181.572, 65.273, 2.910,  7.177
-181.571, 65.175, 2.954,  7.210
-181.570, 65.075, 3.002,  7.243
-181.569, 64.973, 3.051,  7.276
-181.568, 64.870, 3.100,  7.309
-181.567, 64.765, 3.147,  7.342
-181.566, 64.658, 3.191,  7.375
-181.565, 64.551, 3.231,  7.408
-181.564, 64.442, 3.262,  7.441
-181.563, 64.333, 3.263,  7.474
-181.562, 64.225, 3.235,  7.507
-181.561, 64.119, 3.185,  7.540
-181.561, 64.015, 3.129,  7.573
-181.560, 63.913, 3.076,  7.606
-181.559, 63.812, 3.033,  7.639
-181.558, 63.712, 3.004,  7.672
-181.558, 63.612, 2.994,  7.705
-181.557, 63.512, 3.004,  7.738
-181.556, 63.411, 3.030,  7.771
-181.555, 63.309, 3.067,  7.804
-181.555, 63.206, 3.112,  7.837
-181.554, 63.100, 3.161,  7.870
-181.553, 62.993, 3.212,  7.903
-181.553, 62.884, 3.263,  7.936
-181.552, 62.774, 3.313,  7.969
-181.552, 62.662, 3.360,  8.002
-181.551, 62.549, 3.404,  8.035
-181.550, 62.434, 3.444,  8.068
-181.550, 62.318, 3.473,  8.101
-181.549, 62.202, 3.473,  8.134
-181.549, 62.088, 3.443,  8.167
-181.548, 61.975, 3.391,  8.200
-181.548, 61.864, 3.332,  8.233
-181.547, 61.755, 3.276,  8.266
-181.546, 61.647, 3.229,  8.299
-181.546, 61.541, 3.195,  8.332
-181.546, 61.435, 3.180,  8.365
-181.545, 61.329, 3.186,  8.398
-181.545, 61.222, 3.210,  8.431
-181.544, 61.114, 3.246,  8.464
-181.544, 61.004, 3.291,  8.497
-181.543, 60.893, 3.341,  8.530
-181.543, 60.780, 3.394,  8.563
-181.543, 60.665, 3.448,  8.596
-181.542, 60.548, 3.501,  8.629
-181.542, 60.430, 3.551,  8.662
-181.541, 60.310, 3.599,  8.695
-181.541, 60.189, 3.642,  8.728
-181.540, 60.066, 3.682,  8.761
-181.540, 59.943, 3.717,  8.794
-181.540, 59.818, 3.741,  8.827
-181.539, 59.693, 3.735,  8.860
-181.539, 59.570, 3.699,  8.893
-181.539, 59.449, 3.642,  8.926
-181.538, 59.330, 3.578,  8.959
-181.538, 59.213, 3.517,  8.992
-181.538, 59.097, 3.463,  9.025
-181.537, 58.983, 3.424,  9.058
-181.537, 58.870, 3.403,  9.091
-181.537, 58.757, 3.403,  9.124
-181.536, 58.643, 3.423,  9.157
-181.536, 58.528, 3.458,  9.190
-181.536, 58.411, 3.502,  9.223
-181.535, 58.293, 3.553,  9.256
-181.535, 58.172, 3.608,  9.289
-181.535, 58.050, 3.665,  9.322
-181.535, 57.926, 3.721,  9.355
-181.534, 57.800, 3.775,  9.388
-181.534, 57.673, 3.826,  9.421
-181.534, 57.544, 3.874,  9.454
-181.534, 57.413, 3.917,  9.487
-181.533, 57.282, 3.955,  9.520
-181.533, 57.149, 3.989,  9.553
-181.533, 57.015, 4.018,  9.586
-181.532, 56.881, 4.036,  9.619
-181.532, 56.747, 4.024,  9.652
-181.532, 56.614, 3.985,  9.685
-181.532, 56.483, 3.933,  9.718
-181.531, 56.354, 3.878,  9.751
-181.531, 56.227, 3.827,  9.784
-181.531, 56.100, 3.788,  9.817
-181.531, 55.975, 3.765,  9.850
-181.531, 55.850, 3.761,  9.883
-181.530, 55.724, 3.774,  9.916
-181.530, 55.598, 3.800,  9.949
-181.530, 55.470, 3.836,  9.982
-181.530, 55.341, 3.878, 10.015
-181.529, 55.210, 3.924, 10.048
-181.529, 55.078, 3.972, 10.081
-181.529, 54.944, 4.019, 10.114
-181.529, 54.808, 4.066, 10.147
-181.528, 54.671, 4.111, 10.180
-181.528, 54.533, 4.152, 10.213
-181.528, 54.393, 4.191, 10.246
-181.528, 54.253, 4.226, 10.279
-181.528, 54.111, 4.257, 10.312
-181.527, 53.968, 4.284, 10.345
-181.527, 53.825, 4.308, 10.378
-181.527, 53.681, 4.328, 10.411
-181.527, 53.536, 4.346, 10.444
-181.526, 53.391, 4.361, 10.477
-181.526, 53.245, 4.374, 10.510
-181.526, 53.099, 4.385, 10.543
-181.526, 52.953, 4.394, 10.576
-181.526, 52.807, 4.403, 10.609
-181.525, 52.660, 4.411, 10.642
-181.525, 52.513, 4.419, 10.675
-181.525, 52.365, 4.426, 10.708
-181.525, 52.218, 4.434, 10.741
-181.525, 52.070, 4.442, 10.774
-181.524, 51.922, 4.450, 10.807
-181.524, 51.773, 4.459, 10.840
-181.524, 51.624, 4.468, 10.873
-181.524, 51.475, 4.478, 10.906
-181.524, 51.326, 4.488, 10.939
-181.523, 51.176, 4.499, 10.972
-181.523, 51.026, 4.510, 11.005
-181.523, 50.875, 4.522, 11.038
-181.523, 50.724, 4.534, 11.071
-181.523, 50.572, 4.546, 11.104
-181.522, 50.421, 4.559, 11.137
-181.522, 50.268, 4.572, 11.170
-181.522, 50.116, 4.585, 11.203
-181.522, 49.962, 4.598, 11.236
-181.522, 49.809, 4.612, 11.269
-181.521, 49.655, 4.625, 11.302
-181.521, 49.500, 4.639, 11.335
-181.521, 49.345, 4.652, 11.368
-181.521, 49.190, 4.666, 11.401
-181.521, 49.034, 4.680, 11.434
-181.521, 48.878, 4.693, 11.467
-181.520, 48.721, 4.707, 11.500
-181.520, 48.564, 4.721, 11.533
-181.520, 48.406, 4.734, 11.566
-181.520, 48.248, 4.748, 11.599
-181.520, 48.089, 4.762, 11.632
-181.519, 47.930, 4.776, 11.665
-181.519, 47.770, 4.789, 11.698
-181.519, 47.610, 4.803, 11.731
-181.519, 47.450, 4.817, 11.764
-181.518, 47.289, 4.831, 11.797
-181.518, 47.128, 4.845, 11.830
-181.518, 46.966, 4.859, 11.863
-181.518, 46.804, 4.873, 11.896
-181.518, 46.641, 4.887, 11.929
-181.517, 46.477, 4.901, 11.962
-181.517, 46.314, 4.915, 11.995
-181.517, 46.150, 4.930, 12.028
-181.517, 45.985, 4.944, 12.061
-181.516, 45.820, 4.959, 12.094
-181.516, 45.654, 4.973, 12.127
-181.516, 45.488, 4.988, 12.160
-181.516, 45.321, 5.002, 12.193
-181.515, 45.154, 5.017, 12.226
-181.515, 44.986, 5.032, 12.259
-181.515, 44.818, 5.047, 12.292
-181.515, 44.650, 5.062, 12.325
-181.514, 44.481, 5.077, 12.358
-181.514, 44.311, 5.090, 12.391
-181.514, 44.141, 5.099, 12.424
-181.514, 43.971, 5.094, 12.457
-181.514, 43.802, 5.077, 12.490
-181.513, 43.634, 5.061, 12.523
-181.513, 43.465, 5.049, 12.556
-181.513, 43.297, 5.042, 12.589
-181.513, 43.130, 5.039, 12.622
-181.512, 42.962, 5.040, 12.655
-181.512, 42.793, 5.046, 12.688
-181.512, 42.625, 5.056, 12.721
-181.512, 42.456, 5.070, 12.754
-181.511, 42.287, 5.088, 12.787
-181.511, 42.116, 5.109, 12.820
-181.511, 41.945, 5.133, 12.853
-181.511, 41.773, 5.161, 12.886
-181.510, 41.600, 5.190, 12.919
-181.510, 41.426, 5.222, 12.952
-181.510, 41.251, 5.254, 12.985
-181.510, 41.075, 5.288, 13.018
-181.509, 40.898, 5.322, 13.051
-181.509, 40.720, 5.356, 13.084
-181.509, 40.540, 5.389, 13.117
-181.508, 40.359, 5.422, 13.150
-181.508, 40.178, 5.453, 13.183
-181.508, 39.995, 5.483, 13.216
-181.508, 39.812, 5.511, 13.249
-181.507, 39.627, 5.538, 13.282
-181.507, 39.442, 5.563, 13.315
-181.507, 39.256, 5.586, 13.348
-181.507, 39.069, 5.607, 13.381
-181.506, 38.882, 5.627, 13.414
-181.506, 38.694, 5.646, 13.447
-181.506, 38.505, 5.663, 13.480
-181.505, 38.316, 5.679, 13.513
-181.505, 38.126, 5.694, 13.546
-181.505, 37.936, 5.708, 13.579
-181.504, 37.746, 5.722, 13.612
-181.504, 37.555, 5.736, 13.645
-181.504, 37.363, 5.749, 13.678
-181.503, 37.171, 5.762, 13.711
-181.503, 36.979, 5.775, 13.744
-181.503, 36.786, 5.788, 13.777
-181.502, 36.593, 5.802, 13.810
-181.502, 36.399, 5.816, 13.843
-181.502, 36.205, 5.830, 13.876
-181.501, 36.010, 5.845, 13.909
-181.501, 35.815, 5.861, 13.942
-181.501, 35.619, 5.877, 13.975
-181.501, 35.423, 5.894, 14.008
-181.500, 35.226, 5.911, 14.041
-181.500, 35.028, 5.929, 14.074
-181.499, 34.830, 5.948, 14.107
-181.499, 34.631, 5.967, 14.140
-181.499, 34.432, 5.986, 14.173
-181.498, 34.232, 6.006, 14.206
-181.498, 34.031, 6.027, 14.239
-181.498, 33.829, 6.048, 14.272
-181.497, 33.627, 6.069, 14.305
-181.497, 33.424, 6.090, 14.338
-181.497, 33.220, 6.111, 14.371
-181.496, 33.016, 6.132, 14.404
-181.496, 32.811, 6.154, 14.437
-181.496, 32.605, 6.175, 14.470
-181.495, 32.399, 6.197, 14.503
-181.495, 32.192, 6.218, 14.536
-181.494, 31.984, 6.239, 14.569
-181.494, 31.775, 6.260, 14.602
-181.494, 31.566, 6.281, 14.635
-181.493, 31.356, 6.302, 14.668
-181.493, 31.145, 6.323, 14.701
-181.492, 30.934, 6.344, 14.734
-181.492, 30.722, 6.364, 14.767
-181.492, 30.509, 6.385, 14.800
-181.491, 30.296, 6.405, 14.833
-181.491, 30.082, 6.425, 14.866
-181.490, 29.867, 6.446, 14.899
-181.490, 29.652, 6.466, 14.932
-181.490, 29.435, 6.487, 14.965
-181.489, 29.219, 6.507, 14.998
-181.489, 29.001, 6.527, 15.031
-181.488, 28.783, 6.548, 15.064
-181.488, 28.564, 6.569, 15.097
-181.487, 28.345, 6.589, 15.130
-181.487, 28.124, 6.610, 15.163
-181.487, 27.904, 6.631, 15.196
-181.486, 27.682, 6.652, 15.229
-181.486, 27.460, 6.674, 15.262
-181.485, 27.236, 6.695, 15.295
-181.485, 27.013, 6.717, 15.328
-181.484, 26.788, 6.739, 15.361
-181.484, 26.563, 6.761, 15.394
-181.483, 26.337, 6.783, 15.427
-181.483, 26.110, 6.804, 15.460
-181.482, 25.883, 6.826, 15.493
-181.482, 25.655, 6.848, 15.526
-181.481, 25.426, 6.870, 15.559
-181.481, 25.196, 6.891, 15.592
-181.480, 24.966, 6.913, 15.625
-181.480, 24.735, 6.935, 15.658
-181.479, 24.503, 6.957, 15.691
-181.479, 24.271, 6.978, 15.724
-181.478, 24.037, 7.000, 15.757
-181.478, 23.803, 7.022, 15.790
-181.477, 23.569, 7.044, 15.823
-181.477, 23.333, 7.067, 15.856
-181.476, 23.097, 7.089, 15.889
-181.476, 22.860, 7.111, 15.922
-181.475, 22.623, 7.134, 15.955
-181.475, 22.384, 7.156, 15.988
-181.474, 22.145, 7.179, 16.021
-181.474, 21.905, 7.202, 16.054
-181.473, 21.664, 7.225, 16.087
-181.472, 21.423, 7.248, 16.120
-181.472, 21.181, 7.272, 16.153
-181.471, 20.938, 7.295, 16.186
-181.471, 20.694, 7.319, 16.219
-181.470, 20.449, 7.342, 16.252
-181.470, 20.204, 7.366, 16.285
-181.469, 19.958, 7.390, 16.318
-181.468, 19.711, 7.413, 16.351
-181.468, 19.463, 7.437, 16.384
-181.467, 19.215, 7.461, 16.417
-181.467, 18.965, 7.485, 16.450
-181.466, 18.715, 7.509, 16.483
-181.465, 18.464, 7.533, 16.516
-181.465, 18.212, 7.558, 16.549
-181.464, 17.960, 7.582, 16.582
-181.464, 17.707, 7.606, 16.615
-181.463, 17.452, 7.630, 16.648
-181.462, 17.197, 7.654, 16.681
-181.462, 16.942, 7.678, 16.714
-181.461, 16.685, 7.702, 16.747
-181.460, 16.428, 7.727, 16.780
-181.460, 16.170, 7.751, 16.813
-181.459, 15.911, 7.775, 16.846
-181.458, 15.651, 7.799, 16.879
-181.458, 15.390, 7.824, 16.912
-181.457, 15.129, 7.849, 16.945
-181.456, 14.867, 7.873, 16.978
-181.456, 14.603, 7.898, 17.011
-181.455, 14.340, 7.923, 17.044
-181.454, 14.075, 7.948, 17.077
-181.454, 13.809, 7.974, 17.110
-181.453, 13.543, 7.999, 17.143
-181.452, 13.276, 8.025, 17.176
-181.451, 13.007, 8.050, 17.209
-181.451, 12.738, 8.076, 17.242
-181.450, 12.469, 8.102, 17.275
-181.449, 12.198, 8.128, 17.308
-181.448, 11.926, 8.154, 17.341
-181.448, 11.654, 8.181, 17.374
-181.447, 11.380, 8.207, 17.407
-181.446, 11.106, 8.234, 17.440
-181.445, 10.831, 8.260, 17.473
-181.445, 10.555, 8.287, 17.506
-181.444, 10.278, 8.314, 17.539
-181.443, 10.000, 8.341, 17.572
-181.442, 9.722, 8.368, 17.605
-181.441, 9.442, 8.395, 17.638
-181.441, 9.161, 8.422, 17.671
-181.440, 8.880, 8.449, 17.704
-181.439, 8.598, 8.476, 17.737
-181.438, 8.314, 8.504, 17.770
-181.437, 8.030, 8.531, 17.803
-181.437, 7.745, 8.559, 17.836
-181.436, 7.459, 8.587, 17.869
-181.435, 7.172, 8.614, 17.902
-181.434, 6.884, 8.642, 17.935
-181.433, 6.596, 8.670, 17.968
-181.432, 6.306, 8.698, 18.001
-181.431, 6.015, 8.726, 18.034
-181.430, 5.724, 8.755, 18.067
-181.430, 5.431, 8.783, 18.100
-181.429, 5.138, 8.811, 18.133
-181.428, 4.843, 8.840, 18.166
-181.427, 4.548, 8.868, 18.199
-181.426, 4.252, 8.897, 18.232
-181.425, 3.954, 8.926, 18.265
-181.424, 3.656, 8.954, 18.298
-181.423, 3.357, 8.983, 18.331
-181.422, 3.057, 9.012, 18.364
-181.421, 2.755, 9.042, 18.397
-181.420, 2.453, 9.071, 18.430
-181.419, 2.150, 9.100, 18.463
-181.418, 1.846, 9.130, 18.496
-181.417, 1.541, 9.159, 18.529
-181.416, 1.235, 9.189, 18.562
-181.415, 0.928, 9.218, 18.595
-181.414, 0.620, 9.248, 18.628
-181.413, 0.311, 9.278, 18.661
-181.412, 0.001, 9.308, 18.694
-181.411, -0.310, 9.338, 18.727
-181.410, -0.622, 9.368, 18.760
-181.409, -0.935, 9.399, 18.793
-181.408, -1.249, 9.429, 18.826
-181.407, -1.564, 9.460, 18.859
-181.406, -1.880, 9.490, 18.892
-181.405, -2.198, 9.521, 18.925
-181.404, -2.516, 9.552, 18.958
-181.403, -2.835, 9.583, 18.991
-181.402, -3.155, 9.614, 19.024
-181.400, -3.476, 9.645, 19.057
-181.399, -3.799, 9.676, 19.090
-181.398, -4.122, 9.707, 19.123
-181.397, -4.446, 9.739, 19.156
-181.396, -4.772, 9.770, 19.189
-181.395, -5.098, 9.802, 19.222
-181.394, -5.426, 9.833, 19.255
-181.392, -5.754, 9.865, 19.288
-181.391, -6.084, 9.897, 19.321
-181.390, -6.415, 9.929, 19.354
-181.389, -6.746, 9.961, 19.387
-181.388, -7.079, 9.993, 19.420
-181.386, -7.413, 10.026, 19.453
-181.385, -7.748, 10.058, 19.486
-181.384, -8.084, 10.091, 19.519
-181.383, -8.422, 10.123, 19.552
-181.381, -8.760, 10.156, 19.585
-181.380, -9.099, 10.189, 19.618
-181.379, -9.440, 10.222, 19.651
-181.378, -9.781, 10.255, 19.684
-181.376, -10.124, 10.288, 19.717
-181.375, -10.468, 10.321, 19.750
-181.374, -10.813, 10.355, 19.783
-181.372, -11.159, 10.388, 19.816
-181.371, -11.506, 10.422, 19.849
-181.370, -11.854, 10.455, 19.882
-181.368, -12.203, 10.489, 19.915
-181.367, -12.554, 10.523, 19.948
-181.366, -12.905, 10.557, 19.981
-181.364, -13.258, 10.591, 20.014
-181.363, -13.612, 10.625, 20.047
-181.362, -13.967, 10.660, 20.080
-181.360, -14.323, 10.694, 20.113
-181.359, -14.681, 10.729, 20.146
-181.357, -15.039, 10.763, 20.179
-181.356, -15.399, 10.798, 20.212
-181.354, -15.760, 10.833, 20.245
-181.353, -16.122, 10.868, 20.278
-181.351, -16.485, 10.903, 20.311
-181.350, -16.849, 10.938, 20.344
-181.349, -17.215, 10.973, 20.377
-181.347, -17.581, 11.009, 20.410
-181.345, -17.949, 11.044, 20.443
-181.344, -18.318, 11.080, 20.476
-181.342, -18.688, 11.116, 20.509
-181.341, -19.060, 11.152, 20.542
-181.339, -19.433, 11.188, 20.575
-181.338, -19.806, 11.224, 20.608
-181.336, -20.181, 11.260, 20.641
-181.335, -20.558, 11.296, 20.674
-181.333, -20.935, 11.333, 20.707
-181.331, -21.314, 11.369, 20.740
-181.330, -21.694, 11.406, 20.773
-181.328, -22.075, 11.443, 20.806
-181.326, -22.457, 11.480, 20.839
-181.325, -22.841, 11.517, 20.872
-181.323, -23.226, 11.554, 20.905
-181.321, -23.612, 11.592, 20.938
-181.320, -23.999, 11.629, 20.971
-181.318, -24.388, 11.667, 21.004
-181.316, -24.777, 11.705, 21.037
-181.314, -25.169, 11.743, 21.070
-181.313, -25.561, 11.782, 21.103
-181.311, -25.955, 11.821, 21.136
-181.309, -26.350, 11.859, 21.169
-181.307, -26.746, 11.898, 21.202
-181.306, -27.144, 11.938, 21.235
-181.304, -27.543, 11.977, 21.268
-181.302, -27.943, 12.017, 21.301
-181.300, -28.344, 12.056, 21.334
-181.298, -28.747, 12.096, 21.367
-181.296, -29.152, 12.136, 21.400
-181.294, -29.557, 12.177, 21.433
-181.293, -29.964, 12.217, 21.466
-181.291, -30.372, 12.258, 21.499
-181.289, -30.782, 12.298, 21.532
-181.287, -31.193, 12.339, 21.565
-181.285, -31.605, 12.380, 21.598
-181.283, -32.019, 12.421, 21.631
-181.281, -32.434, 12.463, 21.664
-181.279, -32.851, 12.504, 21.697
-181.277, -33.268, 12.546, 21.730
-181.275, -33.688, 12.587, 21.763
-181.273, -34.108, 12.629, 21.796
-181.271, -34.530, 12.671, 21.829
-181.269, -34.954, 12.713, 21.862
-181.267, -35.379, 12.755, 21.895
-181.265, -35.805, 12.798, 21.928
-181.262, -36.232, 12.840, 21.961
-181.260, -36.662, 12.882, 21.994
-181.258, -37.092, 12.925, 22.027
-181.256, -37.524, 12.968, 22.060
-181.254, -37.957, 13.011, 22.093
-181.252, -38.392, 13.054, 22.126
-181.250, -38.828, 13.097, 22.159
-181.247, -39.266, 13.140, 22.192
-181.245, -39.705, 13.183, 22.225
-181.243, -40.146, 13.227, 22.258
-181.241, -40.588, 13.270, 22.291
-181.238, -41.031, 13.314, 22.324
-181.236, -41.476, 13.358, 22.357
-181.234, -41.922, 13.402, 22.390
-181.231, -42.370, 13.446, 22.423
-181.229, -42.820, 13.490, 22.456
-181.227, -43.270, 13.534, 22.489
-181.224, -43.723, 13.579, 22.522
-181.222, -44.176, 13.624, 22.555
-181.220, -44.632, 13.668, 22.588
-181.217, -45.088, 13.713, 22.621
-181.215, -45.547, 13.758, 22.654
-181.212, -46.006, 13.803, 22.687
-181.210, -46.468, 13.848, 22.720
-181.207, -46.930, 13.894, 22.753
-181.205, -47.395, 13.939, 22.786
-181.202, -47.860, 13.985, 22.819
-181.200, -48.328, 14.031, 22.852
-181.197, -48.797, 14.077, 22.885
-181.195, -49.267, 14.123, 22.918
-181.192, -49.739, 14.169, 22.951
-181.189, -50.212, 14.215, 22.984
-181.187, -50.687, 14.262, 23.017
-181.184, -51.164, 14.308, 23.050
